url,text,createdAt,retweetCount,replyCount,likeCount,viewCount
https://x.com/Maruti_Corp/status/1907010203549077716,"Aligned with @PMOIndia #MakeinIndia vision, #MarutiSuzuki attains record exports of more than 3.32 lakh vehicles in FY2024-25. Marks a 17.5% y-o-y growth. Reinforcing India’s growing stature as a global manufacturing hub.
@NamoApp
@MHI_GoI
@DoC_GoI
@PiyushGoyal
@mygovindia https://t.co/pydwa6NUNE",Tue Apr 01 10:00:37 +0000 2025,4,18,13,1888
https://x.com/Maruti_Corp/status/1906993087022244050,@HackingT75125 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Apr 01 08:52:36 +0000 2025,0,0,0,25
https://x.com/Maruti_Corp/status/1906985816200519757,@DRNIRAJGURU Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Apr 01 08:23:43 +0000 2025,0,0,0,18
https://x.com/Maruti_Corp/status/1906941357907702184,@PAWANSI8996 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Apr 01 05:27:03 +0000 2025,0,0,0,28
https://x.com/Maruti_Corp/status/1906912354752717043,@shiv_dubey1430 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Tue Apr 01 03:31:48 +0000 2025,0,0,0,40
https://x.com/Maruti_Corp/status/1906678001716150667,@AgrwlPrateek Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Mon Mar 31 12:00:34 +0000 2025,0,0,0,33
https://x.com/Maruti_Corp/status/1906664380525129976,@desi_galpower Hi! We regret the inconvenience caused to you. Please DM us your concern in detail &amp; we'll do our best to resolve it. You may also call us on 1800-102-1800 or drop a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Mon Mar 31 11:06:27 +0000 2025,0,0,1,35
https://x.com/Maruti_Corp/status/1906664220550185421,@venkatravi177 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Mon Mar 31 11:05:48 +0000 2025,0,0,0,14
https://x.com/Maruti_Corp/status/1906657165865103608,@AJAY_DUBEY_BHU Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Mon Mar 31 10:37:46 +0000 2025,0,2,0,14
https://x.com/Maruti_Corp/status/1906625739765469362,@BrajeshYadavJo1 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Mon Mar 31 08:32:54 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1906625336625824175,@Abhishe03331052 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Mon Mar 31 08:31:18 +0000 2025,0,0,0,21
https://x.com/Maruti_Corp/status/1906598295671115778,@kevinyadav60 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in,Mon Mar 31 06:43:51 +0000 2025,0,0,0,18
https://x.com/Maruti_Corp/status/1906551854244245575,@Vik65994082 Hi! Please message us your contact details &amp; our team member will get in touch with you.,Mon Mar 31 03:39:18 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1906551026313834994,@KartikA91173472 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in,Mon Mar 31 03:36:01 +0000 2025,0,0,0,17
https://x.com/Maruti_Corp/status/1906550749930131688,@p_bhadeshia We have escalated your concern once again to the team. They will get back to you.,Mon Mar 31 03:34:55 +0000 2025,0,0,0,14
https://x.com/Maruti_Corp/status/1906550594594127879,@MAW_TEAM Hi! Please message us your contact details &amp; our team member will get in touch with you.,Mon Mar 31 03:34:18 +0000 2025,0,0,1,18
https://x.com/Maruti_Corp/status/1906550512956113043,@MahiRawat74 Hi! Please message us your contact details &amp; our team member will get in touch with you.,Mon Mar 31 03:33:58 +0000 2025,0,0,0,18
https://x.com/Maruti_Corp/status/1906303530069082136,"@JatlandBong Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Sun Mar 30 11:12:33 +0000 2025,0,0,0,27
https://x.com/Maruti_Corp/status/1906295349238452264,@VijayKSingh1408 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Sun Mar 30 10:40:03 +0000 2025,0,1,0,19
https://x.com/Maruti_Corp/status/1906276555933761925,"@Devilgroups Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Sun Mar 30 09:25:22 +0000 2025,0,0,0,24
https://x.com/Maruti_Corp/status/1906242789836300681,@AngrejS96145213 Hi! We suggest you visit the nearest Maruti Suzuki Arena service station for a resolution: https://t.co/PBw4QTckFj,Sun Mar 30 07:11:12 +0000 2025,0,2,0,24
https://x.com/Maruti_Corp/status/1906234552013512741,@NaveenP28490820 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so we may look into it. You may also speak with us on 1800-102-6392/ 1800-200-6392 or drop us a mail at contact@nexaexperience.com https://t.co/5IAAp9dCOj,Sun Mar 30 06:38:27 +0000 2025,0,0,0,17
https://x.com/Maruti_Corp/status/1906195815762108819,@arpitlohia Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Sun Mar 30 04:04:32 +0000 2025,0,0,0,16
https://x.com/Maruti_Corp/status/1906187772374737285,"@Ranbijay Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Sun Mar 30 03:32:34 +0000 2025,0,0,0,62
https://x.com/Maruti_Corp/status/1906187517302284785,@Venukalyanam Hi! We regret the inconvenience caused. Please message us your issue in detail &amp; we'll do our best to resolve it. You may also call us on 1800-102-6392/ 1800-200-6392 or drop us a mail at contact@nexaexperience.com https://t.co/5IAAp9dCOj,Sun Mar 30 03:31:34 +0000 2025,0,0,0,15
https://x.com/Maruti_Corp/status/1905945599632879874,@contact2r Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Sat Mar 29 11:30:16 +0000 2025,0,0,0,25
https://x.com/Maruti_Corp/status/1905929734715801742,@DeepChatt Hi! We'd like to know more on this. Please DM us your complaint in detail so we may assist you in a better way. You may also ring us on 1800-102-6392/ 1800-200-6392 https://t.co/5IAAp9dCOj,Sat Mar 29 10:27:13 +0000 2025,0,0,0,23
https://x.com/Maruti_Corp/status/1905923748470898909,@AnandhiTs34211 We have escalated your concern once again to the team. They will get back to you.,Sat Mar 29 10:03:26 +0000 2025,0,1,0,17
https://x.com/Maruti_Corp/status/1905920710268125554,@KrishAg10764034 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Sat Mar 29 09:51:22 +0000 2025,0,0,0,20
https://x.com/Maruti_Corp/status/1905899219509989383,@Jollify01 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Sat Mar 29 08:25:58 +0000 2025,0,3,0,37
https://x.com/Maruti_Corp/status/1905891147563540896,@ShivrajVin15125 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Sat Mar 29 07:53:53 +0000 2025,0,0,0,24
https://x.com/Maruti_Corp/status/1905880221850431872,@PriyanshuS9555 Hi! Please message us your contact details &amp; our team member will get in touch with you. https://t.co/5IAAp9dCOj,Sat Mar 29 07:10:29 +0000 2025,0,1,0,32
https://x.com/Maruti_Corp/status/1905860348172784109,@KarmvirYadav13 Hi! Your query has been duly noted and communicated to our concerned team. Our team member will get in touch with you shortly.,Sat Mar 29 05:51:30 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1905853444453204135,@venkatravi177 Hi! Kindly give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you.,Sat Mar 29 05:24:04 +0000 2025,0,0,0,22
https://x.com/Maruti_Corp/status/1905847769358553221,"@NEERAJSUMAAN Hi! This doesn't seem right. Please DM us your contact details. Alternatively, you may also give us a call on 1800-102-1800 or drop us a mail at contact@maruti.co.in &amp; our team member will be glad to assist you. https://t.co/5IAAp9dCOj",Sat Mar 29 05:01:31 +0000 2025,0,0,0,31
https://x.com/Maruti_Corp/status/1905826661561475350,@AtulAwasthi5750 Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Sat Mar 29 03:37:39 +0000 2025,0,0,0,13
https://x.com/Maruti_Corp/status/1905826461149270142,@MathurRetesh Hi! Your query has been duly noted and communicated to our concerned team. Our team member will get in touch with you shortly.,Sat Mar 29 03:36:51 +0000 2025,0,0,0,10
https://x.com/Maruti_Corp/status/1905826404886831205,@ruchi17561 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Sat Mar 29 03:36:38 +0000 2025,0,0,0,27
https://x.com/Maruti_Corp/status/1905545120788656200,@AssadBharti Hi! Your issue has been escalated to our concerned team. Our team will shortly get in touch with you. Thanks!,Fri Mar 28 08:58:54 +0000 2025,0,0,1,19
https://x.com/Maruti_Corp/status/1905544991335719228,@C67122Roy Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Fri Mar 28 08:58:23 +0000 2025,0,0,0,19
https://x.com/Maruti_Corp/status/1905532421920956836,@AtulAwasthi5750 Hi! We're sorry to learn about your experience. Please message us your complaint in detail along with your contact details so that we may look into it. You could also speak with us on 1800-102-1800 or drop us a mail at contact@maruti.co.in https://t.co/5IAAp9dCOj,Fri Mar 28 08:08:27 +0000 2025,0,0,0,37
