inputUrl,caption,hashtags,commentsCount,url,likesCount,timestamp,videoViewCount,latestCommentsText
https://www.instagram.com/ford/,"Ford employs more hourly auto workers than any other automaker.
Ford Motor Company. From America, For America.

Disclaimer: Based on 2024 year-end hourly employment data.",,273,https://www.instagram.com/p/DIEUSptMPUI/,17250,2025-04-05T14:00:09.000Z,,"Best of the Best 👉 || German cars are expensive, so why do they have the largest sales volume in the world? || @siregar_kedaung or turn it into a trump resort 😂"
https://www.instagram.com/ford/,"Where @coldfear is going, roads will be a distant memory. See if explorer and Ford Bronco Ambassador Aaron Mulkey can finish a Wyoming Double, where he ice climbs up a river and kayaks down it, in 48 Hours.

#TeamBronco_Ambassador",TeamBronco_Ambassador,35,https://www.instagram.com/p/DIOyAi6PSs8/,1841,2025-04-09T15:32:31.000Z,14996,❤️❤️❤️❤️ || 💙 ||  || 💙💙💙💙💙 || 🔥🔥🔥 || 👏 || ❤️❤️❤️❤️❤️❤️❤️❤️❤️
https://www.instagram.com/ford/,"This team. This city. This grit. 
Here's to many more years of @FordField. 
Now, let's go finish what we started @detroitlionsnfl. #OnePride",OnePride,62,https://www.instagram.com/p/DHwiLJaS6ES/,5514,2025-03-28T21:36:45.000Z,,"GOOOO LIONS!! || Designers for Ford should be fired the fords f150 looks like a sissy looking truck and cheap looking build.I thought Ford trucks were built tough,but just looking at them they look horrible in the front. || Is it true y’all gonna make the crown vic come back ? || They will delete all of my comments watch || Y que pasa con @ford_jalisco_motors ???????"
https://www.instagram.com/ford/,🏠 is where the Pride is,,199,https://www.instagram.com/p/DHv0_1yJhPC/,10765,2025-03-28T15:04:15.000Z,69389,Where’s the love for @geelongcats who just celebrated a 100 year partnership with @ford @fordaustralia || At Ford field || My home from old Tiger stadium to the Silver dome to Ford Field I remember watching games at all of them... || Out @ford_jalisco_motors || So much hate. Sad || If I was big Sean I woulda told @ford To GIVE ME A GT500 code red or the new GTD or a GT350r just for this interview lol
https://www.instagram.com/ford/,"We’re committed to America. That’s why Ford and Lincoln are offering employee pricing to everyone in the U.S.

The Ford Motor Company. From America, For America.

Disclaimer: Dealer participation is discretionary. Limited US states only. Valid April 3 - June 2, 2025. Eligible Vehicles: All new eligible 2024-2025MY Ford & Lincoln vehicles (excluding 25MY Expedition, 25MY Navigator, 25MY Super Duty, Raptor Family (Bronco, Ranger, F-150), Mustang Specialty (Dark Horse, GTD, Shelby GT/GT500, Mach1), Bronco 2DR/4DR Stroppe Edition, F-450 & F-550 Chassis Cabs, E-Series: E-450 Cutaway & E-450 Stripped Chassis, F-Series Stripped Chassis: F-53 Class A Motorhome Chassis & F59 Commercial Stripped Chassis and F-650 & F-750 Chassis Cabs. Eligible Delivery Types: Retail (0), Minor Fleet (E), Flex Buy (Z), Red Carpet Lease, RCL Commercial (L) and Individual Lease (6). Additional terms, conditions, and fees may apply. See dealer for complete details.",,154,https://www.instagram.com/p/DIBy7uWMNmc/,12651,2025-04-04T14:30:12.000Z,,"🔥🔥🔥 || 🔥🔥🔥 || If we already have a benefits pricing plan from FedEx for example which one would be better I'm looking to pick up something in May || Love this! 3200 miles on mine, favorite vehicle to drive! 🔥 || The prices on your vehicles are absurd. || Epic!! || ❤️❤️😍😍 || 🔥 || @jonesfordverde And that's what it's all about."
https://www.instagram.com/ford/,"Adventurers wanted. Can explorer and Ford Bronco Ambassador Aaron Mulkey answer the call and ice-climb up a frozen waterfall and kayak down its icy rapids – all in 48 hours? They call that a Wyoming Double around those parts.

#TeamBronco_Ambassador",TeamBronco_Ambassador,55,https://www.instagram.com/p/DIRTJHoqH2y/,2088,2025-04-10T15:01:04.000Z,7318,"👏 || Where’s the signup sheet? Absolutely AMAZING 🔥👏 || I'm having problems with the dealership and Ford — a series of mistakes were made. The car was tested yesterday by a Ford test driver, and they delivered it to me pulling on one side with the transmission still shaking. There's a list of mistakes, such as charges for services not performed, recalls that caused wear and tear on other parts of the vehicle (still under review with no response), and a concierge who doesn't understand anything about cars. My God, Ford Brazil is falling apart.""* || Nothing challenge is too big for Aaron || @fordbronco I’ll send you my contact info, not a problem!"
https://www.instagram.com/ford/,"The frozen route is Ford Bronco® Ambassador Aaron Mulkey’s route. Part 1 of his 48 Hours episode was made possible with help from his trusty steed, his Ford Bronco. Yeehaw.

#TeamBronco_Ambassador",TeamBronco_Ambassador,40,https://www.instagram.com/p/DIT7iczRFy4/,3789,2025-04-11T15:31:42.000Z,,🔥🔥❤️ || ❤️❤️❤️❤️❤️❤️ || Have you guys ever thought about doing a wagon for kids? || I think you need a special ocean themed color for you Outer Banks version!!! ||  || Please bring the bronco to the UK || ❄️❄️ || 👏👏👏👏👏👏👏👏👏👏👏
https://www.instagram.com/ford/,"“We’re a hot rod family; we’re always fixing up vehicles. When we get enough cars, we’ll probably start our own club.” —Kimberly Grzadzinski, 1968 Ford Mustang® GT owner",,52,https://www.instagram.com/p/DIMJiXxMDlq/,4283,2025-04-08T15:00:10.000Z,,"“ the official sports car of Chicago” “ presents the Chicago Mustang” || @mustang || This is more than a car, the sound of the car changes my heart rate, it kills me to know I can't have it 😔 || Acura zdx type s🛸🐎🔋🎌🇺🇸🅰️, that’ll crack that model y🥚 #500hp || Nice 🙂 || Any announcements coming soon? Ford's been super quiet on the s650 as sales have continued to be lackluster. || @kassy_aman day 6 trying to reach @ford"
https://www.instagram.com/ford/,"Look at things as they are, and see what they could be. Then make a plan, roll up your sleeves and get after it. The new 2025 Ford Maverick®.",,86,https://www.instagram.com/p/DHbp6c2yjNG/,3233,2025-03-20T19:00:14.000Z,,🔥🔥🔥 || Out @ford_jalisco_motors || @fordtrucks @fordtrucks @ford your customers know what’s gonna boost sales not you obviously. Stop making retard decisions. You had it perfect in 17-22 23-24 was alright but 2025s are absolutely unacceptable and not even buyable becuase they are such a downgrade. Why pay tens of thousands more than a 2017 costed new and the 2017 Superduty had more features. || Que? Eso no es un Maverick! Qué pasó con el deportivo hermano del Mustang? Mi padre tuvo un Maverick de verdad motor 302 V8 y te aseguro que NO era una camioneta!!! || ⚡️ || ❤️ || 😍 || How much || 🗽🦅🗽
https://www.instagram.com/ford/,"Ford Bronco® driver Chelsea Murphy hopes her story inspires you to pursue your passions. Even if they take you off-road. 

#TeamBronco_Ambassador",TeamBronco_Ambassador,131,https://www.instagram.com/p/DHoGanItvZ1/,3260,2025-03-25T15:00:34.000Z,45252,Ford Capri Classic Model Sky Blue || Car Crash * 2 || Not @ford_jalisco_motors || Now redo those headlights without crappy pulse width modulating drivers and warmer output please! || The borrrow service applies all over the World or only in Mexico? || 🙌🏽🙌🏽🙌🏽 || Admin Please write me an answer. FORD💙🤍 || Minha cor favorita 💙
