url,text,createdAt,retweetCount,replyCount,likeCount,viewCount
https://x.com/VW/status/1907148404754669954,"@iAmChrisKoch Hi, Chris. Please send us a DM if you'd like to share more information about what's going on with your VW. - MP",Tue Apr 01 19:09:47 +0000 2025,0,1,0,73
https://x.com/VW/status/1907065865809608941,@ICameLegally Hey there. I'm so sorry you're having an issue logging into your myVW app after your IOS 18.4 software update. i can see how that would be frustrating. Have you by chance contacted the VW Response Center at 833-648-2735? They're best equipped to handle your concerns. -CW,Tue Apr 01 13:41:48 +0000 2025,0,0,0,233
https://x.com/VW/status/1907064605345751231,"@Lex56844635 Hello Lex, thank you for reaching out to us. I'm sorry to hear that your sister is locked out of her vehicle, we recommend contacting the Volkswagen Response Center at 833-648-2735. Once they authenticate you, they can unlock the vehicle remotely.

-JF",Tue Apr 01 13:36:48 +0000 2025,0,0,1,52
https://x.com/VW/status/1906770750620729387,"@suyaspicemami Thank you so much for sharing this feedback with us! In order to best share it, please call 1-833-648-2735. - MP",Mon Mar 31 18:09:07 +0000 2025,0,0,1,63
https://x.com/VW/status/1906740522724753604,"@confident_bear Thank you for your interest in the Taos! The Taos does not have the overhead sunglass storage compartment. 

-GM",Mon Mar 31 16:09:00 +0000 2025,0,2,0,77
https://x.com/VW/status/1906720281491906888,"@LaurenH55146625 Hello Lauren, thank you reaching out to us and making us aware of the gearbox failure in your vehicle. Please reply back in a DM, as I would like to gather more info 

-Jasmine F.
VW Social Media Advocate",Mon Mar 31 14:48:34 +0000 2025,0,0,0,53
https://x.com/VW/status/1906708207113998747,"@coachmac24 Hello, I am sorry to hear about the concerns you're having with your wife's Atlas Corss Sport. Please send us a DM as I would like to learn more. 

-GM",Mon Mar 31 14:00:36 +0000 2025,0,0,1,44
https://x.com/VW/status/1905632412035678334,"@denarrard Hello. Thank you for reaching out to us. I'm so sorry to hear about the experience you had while checking out the ID.4. If you would like to discuss your concerns further, please reply back in a DM. -CW",Fri Mar 28 14:45:46 +0000 2025,0,1,0,109
https://x.com/VW/status/1905304799282905525,"@PhiLisOnline Hello, thank you for reaching out to us and making us aware of the steering wheel issue you're experiencing. Please reply back in a DM, as I would like to gather more info 

-JF",Thu Mar 27 17:03:57 +0000 2025,0,0,0,77
https://x.com/VW/status/1905258495873888567,"@KidsNewsHuzTatt Hi, Jane. I'm sorry to hear that you're having such a difficult ownership of your VW. If you'd like to share more detail, please send us a DM. - MP",Thu Mar 27 13:59:58 +0000 2025,0,1,1,67
